TradeName,ScientificName,Size,SizeUnit,DrugType,LegalStatus,Manufacture_Name,Manufacture_Country,AuthorizationStatus,LastUpdate
CLAREX 500MG TABLET,CLARITHROMYCIN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
FLOXACIN 500 MG COATED TABLET,CIPROFLOXACIN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
VEGGIE VITAMIN D3 50000 I.U. Soft Gelatin Capsule,COLECALCIFEROL,-,-,Generic,Prescription,SAUDI DOX FOR PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/6/2023
VEGGIE VITAMIN D3 50000 I.U. Soft Gelatin Capsule,COLECALCIFEROL,-,-,Generic,Prescription,SAUDI DOX FOR PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/6/2023
"VEGGIE Vitamin D3 5,000 IU",COLECALCIFEROL,-,-,Generic,Prescription,SAUDI DOX FOR PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,4/22/2024
COVAZ,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,9/14/2023
COVAZ,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,9/14/2023
COVAZ,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,9/14/2023
OMEPREX 20 mg capsule,OMEPRAZOLE,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
OMEPREX 20 mg capsule,OMEPRAZOLE,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
AMLOPRESS 5MG CAPSULES,AMLODIPINE BESILATE,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ADOL 500MG CAPLET,PARACETAMOL,-,-,Generic,OTC,ALPHA PHARMA INDUSTRY ,Saudi Arabia,Valid,6/11/2023
AZOMAX 250MG CAPSULE,AZITHROMYCIN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ARBAVAL 320 mg film-coated tablet,VALSARTAN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ARBAVAL PLUS,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ARBAVAL PLUS,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ARBAVAL PLUS,"VALSARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
Feradef 100 mg injection,IRON SUCROSE,5,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,9/1/2022
ZOLIX 5 mg film-coated tablet,LEVOCETIRIZINE DIHYDROCHLORIDE,-,-,Generic,OTC,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/30/2023
NEUROGAB 150 mg capsule,PREGABALIN,-,-,Generic,Prescription,DAMMAM PHARMA,Saudi Arabia,Valid,11/9/2023
ZENORIT 8 mg lyophilisate for solution for injection,LORNOXICAM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,7/31/2023
MOXIFLOX 400 mg film-coated tablet,MOXIFLOXACIN HYDROCHLORIDE,-,-,Generic,Prescription,DAMMAM PHARMA,Saudi Arabia,Valid,8/29/2022
MOXIFLOX 400 mg film-coated tablet,MOXIFLOXACIN HYDROCHLORIDE,-,-,Generic,Prescription,DAMMAM PHARMA,Saudi Arabia,Valid,8/29/2022
COLAT 500 mg powder for solution for infusion,VANCOMYCIN,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/31/2022
NORMATEC 20 mg film-coated tablet,OLMESARTAN MEDOXOMIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/30/2023
NORMATEC 40 mg film-coated tablet,OLMESARTAN MEDOXOMIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
ARBAVAL 160 mg film-coated tablet,VALSARTAN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ARBAVAL 80 mg film-coated tablet,VALSARTAN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ARBAVAL 40 mg film-coated tablet,VALSARTAN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
LEVAQUIN 500 mg film-coated tablet,LEVOFLOXACIN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
BUTAFYL 1% cream,BUTENAFINE,15,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,2/27/2023
AMAGLIME 1 mg tablet,GLIMEPIRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/6/2023
AMAGLIME 1 mg tablet,GLIMEPIRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/31/2022
AMAGLIME 2 mg tablet,GLIMEPIRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/29/2022
AMAGLIME 3 mg tablet,GLIMEPIRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/6/2023
AMAGLIME 3 mg tablet,GLIMEPIRIDE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/31/2022
CLOVIRAX 5% cream,ACYCLOVIR,10,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/19/2023
CLOVIRAX 5% cream,ACYCLOVIR,2,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/19/2023
LYRGABA 75 mg capsule,PREGABALIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,11/9/2023
LYRGABA 75 mg capsule,PREGABALIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,11/9/2023
LYRGABA 150 mg capsule,PREGABALIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,11/9/2023
NORMATEC PLUS 40/12.5 mg film-coated tablet,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,1/13/2025
LYRGABA 150 mg capsule,PREGABALIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,11/9/2023
LEVACIN 750 mg film-coated tablet,LEVOFLOXACIN,-,-,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/21/2024
GLANDY 60 mg film-coated tablet,CINACALCET,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,1/9/2025
10% DEXTROSE W/V intravenous infusion,DEXTROSE,250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,9/22/2024
MEMAXIA 10 mg film-coated tablet,MEMANTINE HYDROCHLORIDE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,11/8/2023
ALLAIR 4 mg chewable tablet,MONTELUKAST SODIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ALLAIR 5 mg chewable tablet,MONTELUKAST SODIUM,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
FERROVEN 20 mg/ml injection,FERRIC HYDROXIDE,5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
NORMATEC PLUS 20/12.5 mg film-coated tablet,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,1/21/2025
NORMATEC PLUS 40/25 mg film-coated tablet,"OLMESARTAN MEDOXOMIL,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,1/13/2025
QUETTA XR 300 mg tablet,QUETIAPINE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,2/16/2023
QUETTA XR 400 mg tablet,QUETIAPINE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,2/16/2023
AMODIP 5 mg capsule,AMLODIPINE BESILATE,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,2/28/2024
AVOBAN 2% nasal ointment,MUPIROCIN CALCIUM,3,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,7/27/2023
QUETTA XR 200 mg tablet,QUETIAPINE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,2/16/2023
MODEXA 30 mg gastro-resistant capsule,DULOXETINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/30/2023
MINOCET 300 mg capsule,CEFDINIR,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/6/2025
MINOCET 125 mg/5 ml powder for oral suspension,CEFDINIR,80,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,7/24/2025
MINOCET 125 mg/5 ml powder for oral suspension,CEFDINIR,40,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,7/27/2025
OCUFLOXIN 3 mg/ml ophthamic solution,OFLOXACIN,0.5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,2/20/2024
MODEXA 60 mg gastro-resistant capsule,DULOXETINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/30/2023
CIPROGRAM 750 mg film-coated tablet,CIPROFLOXACIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/6/2023
REZAL XR 50 mg extended-release tablet,QUETIAPINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,12/26/2023
REZAL XR 200 mg extended-release tablet,QUETIAPINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,12/26/2023
REZAL XR 300 mg extended-release tablet,QUETIAPINE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
VEGA 50 mg film-coated tablet,SILDENAFIL,-,-,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/29/2022
KLARE 500 mg film-coated tablet,CLARITHROMYCIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/4/2024
CANDAN 16 mg tablet,CANDESARTAN CILEXETIL,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/21/2023
CANDAN PLUS 16/12.5 mg tablet,"CANDESARTAN CILEXETIL,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,1/27/2025
SNAFI 20MG TAB,TADALAFIL,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,3/30/2023
SAVIR 5% cream,ACYCLOVIR,15,g,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,12/19/2023
PROTENSE 40 mg/5 ml oral solution,PROPRANOLOL,100,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/30/2023
EZECHOL 10 mg tablet,EZETIMIBE,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,8/29/2022
SETAPRO 20 mg film-coated tablet,ESCITALOPRAM,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/1/2022
SETAPRO 10 mg film-coated tablet,ESCITALOPRAM,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/1/2022
CIPROGRAM 500 mg film-coated tablet,CIPROFLOXACIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/6/2023
VERO 100 mg film-coated tablets,SILDENAFIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
EPITAM 250 mg film-coated tablet,LEVETIRACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
EPITAM 500 mg film-coated tablet,LEVETIRACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
EPITAM 100 mg/ml syrup,LEVETIRACETAM,150,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,6/12/2023
MEGAMOX ES 600 mg powder for oral suspension,"AMOXICILLIN,CLAVULANIC ACID",100,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,4/16/2024
PROLAX ER 15 mg extended-release capsule,CYCLOBENZAPRINE HYDROCHLORIDE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
PROLAX ER 30 mg extended-release capsule,CYCLOBENZAPRINE HYDROCHLORIDE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
AMLOR PLUS 5/320 mg film-coated tablet,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Suspended,11/19/2022
Avysk Plus 5/160 mg film-coated tablet,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,10/15/2024
AMLOR PLUS 10/320 mg film-coated tablet,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Suspended,11/19/2022
Avysk Plus 10/160 mg film-coated tablet,"VALSARTAN,AMLODIPINE BESILATE",-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,10/15/2024
LEVACIN 500 mg film-coated tablet,LEVOFLOXACIN,-,-,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/21/2024
ARPENIA 15 mg tablet,ARIPIPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
ARPENIA 10 mg tablet,ARIPIPRAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
CRESCHOL 5 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/21/2024
CRESCHOL 10 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/21/2024
CRESCHOL 20 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,Med city,Saudi Arabia,Valid,5/21/2024
ZEMENTA 10 mg film-coated tablet,MEMANTINE HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
ZEMENTA 20 mg film-coated tablet,MEMANTINE HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
GLANDY 30 mg film-coated tablet,CINACALCET,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,1/9/2025
CALMTROL 1 mg film-coated tablet,RISPERIDONE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/5/2024
CALMTROL 2 mg film-coated tablet,RISPERIDONE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/5/2024
CALMTROL 4 mg film-coated tablet,RISPERIDONE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/5/2024
CEFAJECT 500 mg IV,CEFTRIAXONE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/31/2022
CEFAJECT 1 g IV,CEFTRIAXONE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/31/2022
CEFAJECT 500 mg IM,CEFTRIAXONE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,11/12/2023
CEFAJECT 1 g IM,CEFTRIAXONE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,11/12/2023
HEROX 5 mg film-coated tablet,TADALAFIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,12/27/2024
HEROX 5 mg film-coated tablet,TADALAFIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,12/27/2024
HEROX 20 mg film-coated tablet,TADALAFIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/15/2023
HEROX 20 mg film-coated tablet,TADALAFIL,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/15/2023
VEGA 100 mg film-coated tablet,SILDENAFIL,-,-,Generic,Prescription,SAUDI PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/29/2022
LOCASONE M cream,"MICONAZOLE NITRATE,MOMETASONE FUROATE",30,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
LOCASONE M cream,"MICONAZOLE NITRATE,MOMETASONE FUROATE",50,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
LOCASONE M cream,"MICONAZOLE NITRATE,MOMETASONE FUROATE",100,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
EPITAM 750 mg film-coated tablet,LEVETIRACETAM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LOCASONE M cream,"MICONAZOLE NITRATE,MOMETASONE FUROATE",15,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,8/21/2024
CIPROGRAM 250 mg film-coated tablet,CIPROFLOXACIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,12/6/2023
PROF 400 mg ,IBUPROFEN,4,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,9/30/2022
IROVEL PLUS 150/12.5 mg film-coated tablet,"IRBESARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,1/1/2023
IROVEL PLUS 300/12.5 mg film-coated tablet,"IRBESARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,1/1/2023
IROVEL PLUS 300/25 mg film-coated tablet,"IRBESARTAN,HYDROCHLOROTHIAZIDE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,1/1/2023
LEVETAM 1000 mg film-coated tablet,LEVETIRACETAM,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,1/9/2025
CREVAST 5 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
CREVAST 10 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
CREVAST 20 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
CREVAST 40 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
0.4% LIDOCAINE HCL AND 5% DEXTROSE IV infusion USP,"DEXTROSE,LIDOCAINE HYDROCHLORIDE",500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,3/30/2023
CONTRA 15/200 mg softgel capsule,"DEXTROMETHORPHAN,GUAIFENESIN",-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,1/23/2024
ZOFRAN 8 mg tablet,ONDANSETRON,-,-,NCE,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,5/13/2024
POTASSIUM CHLORIDE in  DEXTROSE and  SODIUM CHLORIDE Injection USP,"DEXTROSE,SODIUM CHLORIDE,POTASSIUM CHLORIDE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,10/3/2024
POTASSIUM CHLORIDE in DEXTROSE and SODIUM CHLORIDE Injection USP,"DEXTROSE,SODIUM CHLORIDE,POTASSIUM CHLORIDE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,3/30/2023
POTASSIUM CHLORIDE in DEXTROSE and SODIUM CHLORIDE Injection USP,"DEXTROSE,SODIUM CHLORIDE,POTASSIUM CHLORIDE",500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,3/30/2023
OZAPIN 5 mg orally disintegrating tablet,OLANZAPINE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,10/17/2023
OZAPIN 10 mg orally disintegrating tablet,OLANZAPINE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,10/17/2023
TAVFLOX 500 mg film-coated tablet,LEVOFLOXACIN,-,-,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,2/19/2023
QUETAL 50 mg XR extended-release tablet,QUETIAPINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,2/27/2023
LAVIE ORAL SOLUTION 150 ML,LEVETIRACETAM,150,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,12/1/2022
ROZAVI 10 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
ROZAVI 20 mg film-coated tablet,ROSUVASTATIN,-,-,Generic,Prescription,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabia,Valid,10/30/2024
TIMOLOL 0.5% OPHTHALMIC SOLUTION,TIMOLOL MALEATE,0.3,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,2/20/2024
EFRAM XR 500 mg TABLET,LEVETIRACETAM,-,-,Generic,Prescription,DAMMAM PHARMA,Saudi Arabia,Valid,8/29/2022
EFRAM XR 750 mg TABLET,LEVETIRACETAM,-,-,Generic,Prescription,DAMMAM PHARMA,Saudi Arabia,Valid,8/29/2022
LEVETAM XR 500 mg TABLET,LEVETIRACETAM,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/13/2023
0.18% SODIUM CHLORIDE and 5% DEXTROSE intravenous infusion,"DEXTROSE,SODIUM CHLORIDE",250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,10/14/2024
VULGA 80 mg XR film-coated tablet,MINOCYCLINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,4/5/2023
VULGA 105 mg XR film-coated tablet,MINOCYCLINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,4/5/2023
BENZAFLEX 5 mg Film-Coated Tablets,CYCLOBENZAPRINE HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,2/28/2023
BENZAFLEX 10 mg Film-Coated Tablets,CYCLOBENZAPRINE HYDROCHLORIDE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,1/16/2023
VULGA 55 mg XR film-coated tablet,MINOCYCLINE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,4/5/2023
LEUKAST 4 mg chewable tablet,MONTELUKAST SODIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LEUKAST 5 mg chewable tablet,MONTELUKAST SODIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
LOTEVAN PLUS 5MG/160MG/12.5MG FILM COATED TABLET,"VALSARTAN,HYDROCHLOROTHIAZIDE,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,11/26/2024
LOTEVAN PLUS 5MG/160MG/25MG FILM COATED TABLET,"VALSARTAN,HYDROCHLOROTHIAZIDE,AMLODIPINE BESILATE",-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,11/26/2024
